Date,PER (EA3)(배),순매수대금 누적액(기관계)(백만원),순매수대금 누적액(개인)(백만원),순매수대금 누적액(외국인계)(백만원),주요상품선물_WTI-1M($/bbl),주요상품선물_금(선물)($/ounce),미국 SP 500 Index(종가)(Pt),미국 Nasdaq 100(종가)(Pt),중국Shanghai Composite(종가)(Pt),국채금리_미국국채(2년)(%),국채금리_미국국채(10년)(%),시장평균_중국(위안)(통화대원),시장평균_미국(달러)(통화대원),시장금리:국고3년(국채관리기금채3년)(%),시장금리:국고10년(%)
2022-08-05,10.43,"-9,230,707.00","26,085,627.00","-19,535,904.00",89.01,"1,772.90","4,145.19","13,207.69","3,227.03",4.25,2.83,194.05,"1,309.70",3.08,3.12
2022-08-06,10.43,"-9,186,872.00","25,670,193.00","-19,160,610.00",89.01,"1,772.90","4,145.19","13,207.69","3,227.03",4.35,2.83,194.05,"1,309.70",3.08,3.12
2022-08-07,10.43,"-9,143,037.00","25,254,759.00","-18,785,316.00",89.01,"1,772.90","4,145.19","13,207.69","3,227.03",4.29,2.83,194.05,"1,309.70",3.08,3.12
2022-08-08,10.45,"-9,439,193.00","25,337,880.00","-18,609,472.00",90.76,"1,786.80","4,140.06","13,159.16","3,236.93",4.13,2.75,192.15,"1,299.30",3.13,3.18
2022-08-09,10.49,"-9,301,994.00","25,161,059.00","-18,576,528.00",90.50,"1,794.00","4,122.47","13,008.17","3,247.43",4.19,2.78,193.29,"1,304.80",3.13,3.17
2022-08-10,10.39,"-9,505,158.00","25,422,999.00","-18,678,610.00",91.93,"1,795.60","4,210.24","13,378.32","3,230.02",4.27,2.79,193.27,"1,305.10",3.15,3.21
2022-08-11,10.58,"-9,043,992.00","24,821,643.00","-18,539,918.00",94.34,"1,789.70","4,207.27","13,291.99","3,281.67",4.24,2.89,194.70,"1,309.10",3.12,3.22
2022-08-12,10.58,"-8,841,309.00","24,597,390.00","-18,552,954.00",92.09,"1,798.60","4,280.15","13,565.87","3,276.89",4.11,2.84,193.11,"1,302.50",3.18,3.28
2022-08-13,10.58,"-8,638,626.00","24,373,137.00","-18,565,990.00",92.09,"1,798.60","4,280.15","13,565.87","3,276.89",4.10,2.84,193.11,"1,302.50",3.18,3.28
2022-08-14,10.58,"-8,435,943.00","24,148,884.00","-18,579,026.00",92.09,"1,798.60","4,280.15","13,565.87","3,276.89",4.15,2.84,193.11,"1,302.50",3.18,3.28
2022-08-15,10.58,"-8,233,260.00","23,924,631.00","-18,592,062.00",89.41,"1,781.40","4,297.14","13,667.18","3,276.09",4.26,2.79,193.11,"1,302.50",3.18,3.28
2022-08-16,10.83,"-8,250,677.00","23,870,359.00","-18,542,952.00",86.53,"1,773.20","4,305.20","13,635.21","3,277.88",4.31,2.81,192.38,"1,303.10",3.08,3.16
2022-08-17,10.78,"-8,450,444.00","24,025,064.00","-18,491,538.00",88.11,"1,760.30","4,274.04","13,470.86","3,292.53",4.31,2.90,192.92,"1,309.60",3.09,3.19
2022-08-18,10.74,"-8,894,456.00","24,159,551.00","-18,188,527.00",90.50,"1,755.30","4,283.74","13,505.99","3,277.54",4.31,2.89,193.16,"1,309.80",3.13,3.22
2022-08-19,10.68,"-9,518,768.00","24,430,254.00","-17,854,745.00",90.77,"1,747.60","4,228.48","13,242.90","3,258.08",4.30,2.98,194.12,"1,317.30",3.20,3.31
2022-08-20,10.68,"-10,143,080.00","24,700,957.00","-17,520,963.00",90.77,"1,747.60","4,228.48","13,242.90","3,258.08",4.47,2.98,194.12,"1,317.30",3.20,3.31
2022-08-21,10.68,"-10,767,392.00","24,971,660.00","-17,187,181.00",90.77,"1,747.60","4,228.48","13,242.90","3,258.08",4.50,2.98,194.12,"1,317.30",3.20,3.31
2022-08-22,10.55,"-11,004,908.00","25,102,685.00","-17,067,979.00",90.23,"1,734.00","4,137.99","12,890.54","3,277.79",4.48,3.02,194.62,"1,326.70",3.25,3.34
2022-08-23,10.43,"-11,135,791.00","25,241,408.00","-17,067,352.00",93.74,"1,746.80","4,128.73","12,881.79","3,276.22",4.45,3.06,195.40,"1,338.20",3.28,3.36
2022-08-24,10.48,"-11,276,885.00","25,237,579.00","-16,916,654.00",94.89,"1,747.80","4,140.77","12,917.86","3,215.20",4.43,3.11,196.31,"1,341.80",3.31,3.43
2022-08-25,10.61,"-11,156,950.00","25,058,004.00","-16,874,912.00",92.52,"1,757.70","4,199.12","13,143.58","3,246.25",4.56,3.03,195.55,"1,341.40",3.53,3.59
2022-08-26,10.64,"-10,680,156.00","24,804,111.00","-16,634,723.00",93.06,"1,736.10","4,057.66","12,605.17","3,236.22",4.61,3.03,195.19,"1,336.90",3.53,3.62
2022-08-27,10.64,"-10,203,362.00","24,550,218.00","-16,394,534.00",93.06,"1,736.10","4,057.66","12,605.17","3,236.22",4.48,3.03,195.19,"1,336.90",3.53,3.62
2022-08-28,10.63,"-9,726,568.00","24,296,325.00","-16,154,345.00",93.06,"1,736.10","4,057.66","12,605.17","3,236.22",4.47,3.03,195.19,"1,336.90",3.53,3.62
2022-08-29,10.39,"-10,283,204.00","24,895,698.00","-16,213,175.00",97.01,"1,736.60","4,030.61","12,484.32","3,240.73",4.51,3.11,193.91,"1,332.50",3.65,3.72
2022-08-30,10.50,"-10,418,622.00","25,051,774.00","-16,253,647.00",91.64,"1,723.20","3,986.16","12,342.70","3,227.22",4.47,3.11,195.09,"1,347.70",3.64,3.70
2022-08-31,10.62,"-10,647,369.00","25,096,358.00","-15,509,030.00",89.55,"1,712.80","3,955.00","12,272.03","3,202.14",4.42,3.20,194.95,"1,347.50",3.69,3.72
2022-09-01,10.39,"-11,534,432.00","26,244,486.00","-15,797,271.00",86.61,"1,696.60","3,966.85","12,274.63","3,184.98",4.28,3.26,195.21,"1,345.10",3.78,3.81
2022-09-02,10.36,"-11,676,955.00","26,539,145.00","-15,970,194.00",86.87,"1,709.80","3,924.26","12,098.44","3,186.48",4.41,3.20,195.66,"1,351.40",3.68,3.74
2022-09-03,10.36,"-11,819,478.00","26,833,804.00","-16,143,117.00",86.87,"1,709.80","3,924.26","12,098.44","3,186.48",4.44,3.20,195.66,"1,351.40",3.68,3.74
2022-09-04,10.35,"-11,962,001.00","27,128,463.00","-16,316,040.00",86.87,"1,709.80","3,924.26","12,098.44","3,186.48",4.49,3.20,195.66,"1,351.40",3.68,3.74
2022-09-05,10.33,"-11,828,232.00","27,062,143.00","-16,385,263.00",86.87,"1,709.80","3,924.26","12,098.44","3,199.91",4.55,3.22,196.59,"1,356.50",3.62,3.67
2022-09-06,10.35,"-11,841,472.00","27,147,363.00","-16,464,542.00",86.88,"1,700.40","3,908.19","12,011.31","3,243.45",4.61,3.35,197.53,"1,369.70",3.68,3.71
2022-09-07,10.22,"-12,067,795.00","27,833,256.00","-16,953,485.00",81.94,"1,715.30","3,979.87","12,259.39","3,246.29",4.72,3.27,197.04,"1,370.30",3.69,3.74
2022-09-08,10.26,"-11,833,580.00","27,973,887.00","-17,339,140.00",83.54,"1,708.00","4,006.18","12,321.19","3,235.59",4.66,3.32,198.86,"1,385.30",3.54,3.62
2022-09-09,10.25,"-11,599,365.00","28,114,518.00","-17,724,795.00",86.79,"1,716.20","4,067.36","12,588.29","3,262.05",4.68,3.32,198.86,"1,385.30",3.54,3.62
2022-09-10,10.25,"-11,365,150.00","28,255,149.00","-18,110,450.00",86.79,"1,716.20","4,067.36","12,588.29","3,262.05",4.73,3.32,198.86,"1,385.30",3.54,3.62
2022-09-11,10.25,"-11,130,935.00","28,395,780.00","-18,496,105.00",86.79,"1,716.20","4,067.36","12,588.29","3,262.05",4.66,3.32,198.86,"1,385.30",3.54,3.62
2022-09-12,10.25,"-10,896,720.00","28,536,411.00","-18,881,760.00",87.78,"1,728.10","4,110.41","12,739.72","3,262.05",4.58,3.36,198.86,"1,385.30",3.54,3.62
2022-09-13,10.54,"-10,181,206.00","27,433,370.00","-18,484,950.00",87.31,"1,705.00","3,932.69","12,033.62","3,263.80",4.33,3.41,199.41,"1,381.20",3.54,3.62
2022-09-14,10.40,"-10,420,770.00","27,823,158.00","-18,648,524.00",88.48,"1,696.50","3,946.01","12,134.40","3,237.54",4.41,3.40,198.51,"1,374.80",3.59,3.65
2022-09-15,10.38,"-10,564,522.00","28,172,414.00","-18,871,499.00",85.10,"1,665.40","3,901.35","11,927.49","3,199.92",4.40,3.45,199.90,"1,391.70",3.77,3.79
2022-09-16,10.32,"-10,972,678.00","28,616,879.00","-18,917,963.00",85.11,"1,671.70","3,873.33","11,861.38","3,126.40",4.34,3.46,199.33,"1,394.20",3.77,3.77
2022-09-17,10.32,"-11,380,834.00","29,061,344.00","-18,964,427.00",85.11,"1,671.70","3,873.33","11,861.38","3,126.40",4.37,3.46,199.33,"1,394.20",3.77,3.77
2022-09-18,10.32,"-11,788,990.00","29,505,809.00","-19,010,891.00",85.11,"1,671.70","3,873.33","11,861.38","3,126.40",4.46,3.46,199.33,"1,394.20",3.77,3.77
2022-09-19,10.23,"-11,830,084.00","29,533,352.00","-19,010,754.00",85.73,"1,666.20","3,899.89","11,953.27","3,115.60",4.53,3.49,199.74,"1,394.20",3.76,3.79
2022-09-20,10.30,"-11,546,761.00","29,308,360.00","-19,069,222.00",84.45,"1,659.70","3,855.93","11,851.54","3,122.41",4.52,3.57,198.40,"1,390.10",3.82,3.84
2022-09-21,10.20,"-11,613,990.00","29,637,472.00","-19,344,749.00",82.94,"1,664.60","3,789.93","11,637.79","3,117.18",4.56,3.53,197.93,"1,389.10",3.85,3.89
2022-09-22,10.15,"-11,895,414.00","29,950,191.00","-19,403,404.00",83.49,"1,670.80","3,757.99","11,501.65","3,108.91",4.52,3.71,197.70,"1,393.60",4.10,4.00
2022-09-23,9.98,"-12,146,422.00","30,381,486.00","-19,593,894.00",78.74,"1,645.30","3,693.23","11,311.24","3,088.37",4.47,3.69,198.92,"1,408.00",4.20,4.11
2022-09-24,9.98,"-12,397,430.00","30,812,781.00","-19,784,384.00",78.74,"1,645.30","3,693.23","11,311.24","3,088.37",4.44,3.69,198.92,"1,408.00",4.20,4.11
2022-09-25,9.98,"-12,648,438.00","31,244,076.00","-19,974,874.00",78.74,"1,645.30","3,693.23","11,311.24","3,088.37",4.47,3.69,198.92,"1,408.00",4.20,4.11
2022-09-26,9.72,"-12,371,519.00","31,001,670.00","-19,980,433.00",76.71,"1,623.30","3,655.04","11,254.11","3,051.23",4.46,3.93,197.58,"1,408.40",4.55,4.34
2022-09-27,9.77,"-12,114,184.00","30,970,928.00","-20,224,023.00",78.50,"1,626.70","3,647.29","11,271.75","3,093.86",4.44,3.95,200.41,"1,429.70",4.30,4.21
2022-09-28,9.57,"-12,294,975.00","31,295,128.00","-20,366,766.00",82.15,"1,660.40","3,719.04","11,493.83","3,045.07",4.48,3.74,198.83,"1,427.20",4.34,4.33
2022-09-29,9.60,"-12,297,201.00","31,070,736.00","-20,147,140.00",81.23,"1,658.50","3,640.47","11,164.78","3,041.20",4.33,3.78,199.50,"1,436.50",4.30,4.23
2022-09-30,9.58,"-12,188,540.00","30,788,553.00","-19,982,325.00",79.49,"1,662.40","3,585.62","10,971.22","3,024.39",4.24,3.83,201.38,"1,434.80",4.19,4.10
2022-10-01,9.57,"-12,079,879.00","30,506,370.00","-19,817,510.00",79.49,"1,662.40","3,585.62","10,971.22","3,024.39",4.28,3.83,201.38,"1,434.80",4.19,4.10
2022-10-02,9.57,"-11,971,218.00","30,224,187.00","-19,652,695.00",79.49,"1,662.40","3,585.62","10,971.22","3,024.39",4.31,3.83,201.38,"1,434.80",4.19,4.10
2022-10-03,9.58,"-11,862,557.00","29,942,004.00","-19,487,880.00",83.63,"1,692.90","3,678.43","11,229.73","3,024.39",4.40,3.64,201.38,"1,434.80",4.19,4.10
2022-10-04,9.87,"-11,879,881.00","29,738,172.00","-19,269,877.00",86.52,"1,721.10","3,790.93","11,582.54","3,024.39",3.40,3.64,201.25,"1,432.10",4.08,4.01
2022-10-05,9.93,"-12,430,825.00","30,190,618.00","-19,191,005.00",87.76,"1,711.40","3,783.28","11,573.18","3,024.39",3.39,3.76,201.12,"1,431.20",4.16,4.10
2022-10-06,10.04,"-12,504,800.00","30,005,426.00","-18,938,991.00",88.45,"1,711.70","3,744.52","11,485.50","3,024.39",3.38,3.83,199.42,"1,419.10",4.15,4.10
2022-10-07,10.02,"-12,658,590.00","30,051,144.00","-18,838,458.00",92.64,"1,700.50","3,639.66","11,039.47","3,024.39",3.38,3.89,197.33,"1,404.20",4.28,4.21
2022-10-08,10.02,"-12,812,380.00","30,096,862.00","-18,737,925.00",92.64,"1,700.50","3,639.66","11,039.47","3,024.39",3.38,3.89,197.33,"1,404.20",4.28,4.21
2022-10-09,10.03,"-12,966,170.00","30,142,580.00","-18,637,392.00",92.64,"1,700.50","3,639.66","11,039.47","3,024.39",3.38,3.89,197.33,"1,404.20",4.28,4.21
2022-10-10,10.03,"-13,119,960.00","30,188,298.00","-18,536,859.00",91.13,"1,667.30","3,612.39","10,926.97","2,974.15",3.43,3.96,197.33,"1,404.20",4.28,4.21
2022-10-11,9.96,"-13,429,663.00","30,296,420.00","-18,339,993.00",89.35,"1,678.70","3,588.84","10,791.35","2,979.79",3.44,3.95,197.12,"1,410.30",4.34,4.31
2022-10-12,10.06,"-13,534,554.00","30,150,412.00","-18,102,051.00",87.27,"1,670.30","3,577.03","10,785.61","3,025.51",3.62,3.90,200.06,"1,433.50",4.11,4.11
2022-10-13,9.89,"-13,833,902.00","30,222,314.00","-17,900,714.00",89.11,"1,670.00","3,669.91","11,033.58","3,016.36",3.70,3.95,199.36,"1,430.40",4.20,4.24
2022-10-14,10.13,"-13,470,768.00","29,599,809.00","-17,639,169.00",85.61,"1,641.70","3,583.07","10,692.06","3,071.99",3.72,4.02,199.01,"1,427.00",4.21,4.18
2022-10-15,10.14,"-13,107,634.00","28,977,304.00","-17,377,624.00",85.61,"1,641.70","3,583.07","10,692.06","3,071.99",3.72,4.02,199.01,"1,427.00",4.21,4.18
2022-10-16,10.13,"-12,744,500.00","28,354,799.00","-17,116,079.00",85.61,"1,641.70","3,583.07","10,692.06","3,071.99",3.72,4.02,199.01,"1,427.00",4.21,4.18
2022-10-17,10.18,"-13,061,340.00","28,409,053.00","-16,854,063.00",85.46,"1,657.00","3,677.95","11,062.53","3,084.94",3.78,4.01,198.71,"1,428.90",4.24,4.22
2022-10-18,10.34,"-12,906,185.00","28,180,770.00","-16,776,111.00",82.82,"1,649.00","3,719.98","11,147.74","3,080.96",3.93,4.01,199.63,"1,436.60",4.24,4.28
2022-10-19,10.31,"-12,988,254.00","28,089,350.00","-16,626,445.00",85.55,"1,627.50","3,695.16","11,103.38","3,044.38",4.00,4.14,197.94,"1,425.60",4.33,4.40
2022-10-20,10.25,"-13,397,542.00","28,489,164.00","-16,649,700.00",85.98,"1,630.80","3,665.78","11,046.71","3,035.05",4.00,4.23,196.52,"1,420.60",4.35,4.44
2022-10-21,10.25,"-13,388,533.00","28,419,402.00","-16,616,939.00",85.05,"1,651.00","3,752.75","11,310.33","3,038.93",3.99,4.22,198.39,"1,431.70",4.50,4.63
2022-10-22,10.25,"-13,379,524.00","28,349,640.00","-16,584,178.00",85.05,"1,651.00","3,752.75","11,310.33","3,038.93",3.99,4.22,198.39,"1,431.70",4.50,4.63
2022-10-23,10.25,"-13,370,515.00","28,279,878.00","-16,551,417.00",85.05,"1,651.00","3,752.75","11,310.33","3,038.93",3.99,4.22,198.39,"1,431.70",4.50,4.63
2022-10-24,10.37,"-13,048,832.00","27,797,527.00","-16,406,131.00",84.58,"1,648.70","3,797.34","11,430.26","2,977.56",4.02,4.25,198.32,"1,436.60",4.31,4.50
2022-10-25,10.47,"-12,983,124.00","27,663,401.00","-16,333,091.00",85.32,"1,652.80","3,859.11","11,669.99","2,976.28",4.07,4.10,197.80,"1,436.60",4.22,4.35
2022-10-26,10.65,"-13,090,955.00","27,166,370.00","-15,732,745.00",87.91,"1,664.00","3,830.60","11,405.90","2,999.50",4.03,4.01,197.61,"1,436.50",4.21,4.28
2022-10-27,10.91,"-12,576,433.00","26,262,683.00","-15,354,170.00",89.08,"1,660.70","3,807.30","11,191.63","2,982.90",4.05,3.93,199.11,"1,428.20",4.25,4.31
2022-10-28,10.77,"-12,324,467.00","26,194,692.00","-15,546,243.00",87.90,"1,639.60","3,901.06","11,546.21","2,915.93",4.08,4.01,196.17,"1,418.10",4.11,4.17
2022-10-29,10.77,"-12,072,501.00","26,126,701.00","-15,738,316.00",87.90,"1,639.60","3,901.06","11,546.21","2,915.93",4.08,4.01,196.17,"1,418.10",4.11,4.17
2022-10-30,10.77,"-11,820,535.00","26,058,710.00","-15,930,389.00",87.90,"1,639.60","3,901.06","11,546.21","2,915.93",4.08,4.01,196.17,"1,418.10",4.11,4.17
2022-10-31,10.96,"-11,848,334.00","25,852,883.00","-15,700,115.00",86.53,"1,635.90","3,871.98","11,405.57","2,893.48",4.09,4.05,195.70,"1,419.30",4.19,4.24
2022-11-01,11.16,"-11,654,020.00","25,129,443.00","-15,207,692.00",88.37,"1,645.00","3,856.10","11,288.95","2,969.20",4.15,4.05,194.74,"1,422.20",4.07,4.14
2022-11-02,11.18,"-11,992,395.00","24,947,593.00","-14,683,505.00",90.00,"1,645.70","3,759.69","10,906.34","3,003.37",4.14,4.10,195.36,"1,421.70",4.10,4.14
2022-11-03,11.14,"-12,576,482.00","25,335,126.00","-14,510,046.00",88.17,"1,627.30","3,719.89","10,690.60","2,997.81",4.14,4.15,194.51,"1,418.00",4.16,4.20
2022-11-04,11.23,"-12,475,000.00","25,189,324.00","-14,468,065.00",92.61,"1,672.50","3,770.55","10,857.03","3,070.80",4.12,4.16,194.77,"1,422.10",4.12,4.18
2022-11-05,11.24,"-12,373,518.00","25,043,522.00","-14,426,084.00",92.61,"1,672.50","3,770.55","10,857.03","3,070.80",4.12,4.16,194.77,"1,422.10",4.12,4.18
2022-11-06,11.24,"-12,272,036.00","24,897,720.00","-14,384,103.00",92.61,"1,672.50","3,770.55","10,857.03","3,070.80",4.12,4.16,194.77,"1,422.10",4.12,4.18
2022-11-07,11.37,"-11,995,246.00","24,492,705.00","-14,272,185.00",91.79,"1,676.50","3,806.80","10,977.00","3,077.82",4.09,4.22,197.97,"1,422.40",4.19,4.26
2022-11-08,11.55,"-11,559,098.00","23,768,936.00","-13,994,276.00",88.91,"1,712.10","3,828.11","11,059.50","3,064.49",4.20,4.13,194.55,"1,406.50",4.16,4.24
2022-11-09,11.68,"-11,212,524.00","22,992,617.00","-13,580,300.00",85.83,"1,710.10","3,748.57","10,797.55","3,048.17",4.20,4.10,191.37,"1,387.30",4.09,4.18
2022-11-10,11.57,"-11,381,224.00","23,231,389.00","-13,687,795.00",86.47,"1,750.30","3,956.37","11,605.96","3,036.13",4.20,3.81,188.94,"1,368.30",4.03,4.07
2022-11-11,11.98,"-10,389,655.00","21,558,044.00","-12,987,403.00",88.96,"1,766.00","3,992.93","11,817.01","3,087.29",4.20,3.81,190.64,"1,370.10",3.83,3.89
2022-11-12,11.98,"-9,398,086.00","19,884,699.00","-12,287,011.00",88.96,"1,766.00","3,992.93","11,817.01","3,087.29",4.20,3.81,190.64,"1,370.10",3.83,3.89
2022-11-13,11.98,"-8,406,517.00","18,211,354.00","-11,586,619.00",88.96,"1,766.00","3,992.93","11,817.01","3,087.29",4.20,3.81,190.64,"1,370.10",3.83,3.89
2022-11-14,11.94,"-8,577,808.00","18,230,907.00","-11,443,566.00",85.87,"1,773.60","3,957.25","11,700.94","3,083.40",4.18,3.86,187.68,"1,334.10",3.85,3.93
2022-11-15,11.97,"-8,657,806.00","18,556,798.00","-11,679,327.00",86.92,"1,773.80","3,991.73","11,871.15","3,134.08",4.24,3.78,186.64,"1,320.30",3.75,3.86
2022-11-16,11.98,"-8,888,247.00","18,734,947.00","-11,590,837.00",85.59,"1,773.00","3,958.79","11,699.09","3,119.98",4.23,3.69,187.72,"1,322.40",3.81,3.90
2022-11-17,11.91,"-9,008,632.00","19,223,036.00","-11,973,029.00",81.64,"1,760.80","3,946.56","11,676.86","3,115.43",4.23,3.77,187.00,"1,325.60",3.80,3.85
2022-11-18,11.93,"-9,086,162.00","19,072,324.00","-11,773,046.00",80.08,"1,751.90","3,965.34","11,677.02","3,097.24",4.25,3.83,187.02,"1,338.40",3.79,3.80
2022-11-19,11.93,"-9,163,692.00","18,921,612.00","-11,573,063.00",80.08,"1,751.90","3,965.34","11,677.02","3,097.24",4.25,3.83,187.02,"1,338.40",3.79,3.80
2022-11-20,11.93,"-9,241,222.00","18,770,900.00","-11,373,080.00",80.08,"1,751.90","3,965.34","11,677.02","3,097.24",4.25,3.83,187.02,"1,338.40",3.79,3.80
2022-11-21,11.82,"-9,161,396.00","18,837,087.00","-11,537,940.00",79.73,"1,737.40","3,949.94","11,553.45","3,085.04",4.22,3.84,188.21,"1,340.00",3.84,3.76
2022-11-22,11.72,"-9,164,657.00","18,812,714.00","-11,522,139.00",80.95,"1,738.30","4,003.58","11,724.84","3,088.94",4.31,3.76,188.73,"1,352.30",3.84,3.77
2022-11-23,11.81,"-9,189,056.00","18,715,874.00","-11,431,813.00",77.94,"1,744.90","4,027.26","11,838.72","3,096.91",4.31,3.69,189.88,"1,355.70",3.85,3.77
2022-11-24,11.94,"-9,123,012.00","18,498,147.00","-11,305,651.00",77.94,"1,744.90","4,027.26","11,838.72","3,089.31",4.36,3.66,188.86,"1,352.30",3.69,3.62
2022-11-25,11.90,"-9,090,047.00","18,381,685.00","-10,992,245.00",76.28,"1,753.30","4,026.12","11,759.62","3,101.69",4.31,3.69,186.41,"1,333.20",3.64,3.62
2022-11-26,11.90,"-9,057,082.00","18,265,223.00","-10,678,839.00",76.28,"1,753.30","4,026.12","11,759.62","3,101.69",4.31,3.69,186.41,"1,333.20",3.64,3.62
2022-11-27,11.90,"-9,024,117.00","18,148,761.00","-10,365,433.00",76.28,"1,753.30","4,026.12","11,759.62","3,101.69",4.31,3.69,186.41,"1,333.20",3.64,3.62
2022-11-28,11.77,"-9,290,233.00","18,502,016.00","-10,487,902.00",77.24,"1,740.10","3,963.94","11,587.75","3,078.55",4.40,3.68,185.17,"1,326.80",3.67,3.61
2022-11-29,11.83,"-8,973,076.00","18,111,176.00","-10,427,895.00",78.20,"1,740.10","3,957.63","11,503.45","3,149.75",4.38,3.75,185.76,"1,339.00",3.72,3.67
2022-11-30,12.05,"-9,470,307.00","17,501,327.00","-9,299,396.00",78.20,"1,740.10","4,080.11","12,030.06","3,151.34",4.36,3.61,185.98,"1,331.50",3.69,3.67
2022-12-01,12.03,"-9,242,697.00","17,222,078.00","-9,266,875.00",78.20,"1,740.10","4,076.57","12,041.89","3,165.47",4.32,3.51,186.13,"1,320.10",3.65,3.66
2022-12-02,11.80,"-9,751,887.00","18,131,751.00","-9,670,487.00",78.20,"1,740.10","4,071.70","11,994.26","3,156.14",4.32,3.49,184.66,"1,300.80",3.62,3.58
2022-12-03,11.80,"-10,261,077.00","19,041,424.00","-10,074,099.00",78.20,"1,740.10","4,071.70","11,994.26","3,156.14",4.32,3.49,184.66,"1,300.80",3.62,3.58
2022-12-04,11.80,"-10,770,267.00","19,951,097.00","-10,477,711.00",78.20,"1,740.10","4,071.70","11,994.26","3,156.14",4.32,3.49,184.66,"1,300.80",3.62,3.58
2022-12-05,11.73,"-10,785,171.00","20,253,445.00","-10,771,012.00",78.20,"1,740.10","3,998.84","11,786.80","3,211.81",4.40,3.59,185.26,"1,300.40",3.61,3.55
