Date,BTC=,BLOK.K,LEGR.O,BITQ.K,BKCH.O,BLCN.O,DAPP.O,CRPT.K,KOIN.K,SATO.K,BLKC.K
2022-11-22,16133.5,16.33,34.79,4.19,15.92,22.78,3.2999,3.77,32.3706,4.6177,8.985
2022-11-23,16467.75,16.68,35.09,4.33,16.4,23.02,3.4425,3.93,32.7112,4.8024,9.215
2022-11-25,16502.82,16.74,35.16,4.3048,16.36,23.2,3.4192,3.92,32.7134,4.7526,9.1293
2022-11-28,16195,16.27,34.58,4.13,15.56,22.74,3.2578,3.77,32.31,4.5634,8.9006
2022-11-29,16460.13,16.38,34.97,4.1,15.64,22.77,3.2697,3.79,32.5434,4.5425,8.8957
2022-11-30,17095.05,16.92,35.88,4.37,16.52,23.43,3.46,4.02,33.5234,4.7896,9.2462
2022-12-01,16928,17,35.87,4.37,16.64,23.69,3.44,4.07,33.6156,4.7808,9.261
2022-12-02,17017.44,17.14,35.83,4.48,16.96,23.66,3.55,4.1001,33.485,4.8387,9.2584
2022-12-05,16969.25,16.52,35.33,4.23,16,23.14,3.3401,3.888,32.9678,4.63,9.0028
2022-12-06,16996.75,16.16,34.96,4.08,15.2436,22.66,3.25,3.76,32.5745,4.5342,8.8455
2022-12-07,16835.97,16.1,34.83,3.99,14.8748,22.72,3.17,3.7,32.53,4.3679,8.6502
2022-12-08,17185.25,16.35,35.11,4.09,15.24,22.6,3.2299,3.85,32.9546,4.4788,8.8161
2022-12-09,17107.52,16.13,35.11,3.98,15.08,22.76,3.1695,3.74,33.0294,4.4,8.737
2022-12-12,17170.24,16.3,35.18,4,15.04,22.47,3.17,3.7681,33.2762,4.4648,8.804
2022-12-13,17756.25,16.36,35.63,3.94,15.0876,22.88,3.14,3.74,33.727,4.5061,8.897
2022-12-14,17831,16.37,35.32,3.96,15.64,22.87,3.19,3.73,33.58,4.7088,9.0156
2022-12-15,17396,15.71,34.49,3.83,15.96,22.07,3.07,3.56,32.52,4.78,8.9216
2022-12-16,16836.5,15.43,34.18,3.67,14.56,21.5997,2.94,3.45,32.4243,4.4602,8.6115
2022-12-19,16591,15.15,34.05,3.48,13.52,21.24,2.75,3.36,32.175,4.1065,8.2739
2022-12-20,16895.57,15.29,34.32,3.5,13.58,21.15,2.77,3.35,32.264,4.1074,8.2516
2022-12-21,16791,15.44,34.56,3.5,13.2599,20.85,2.8,3.4,32.7052,4.15,8.36
2022-12-22,16792.25,15.15,34.33,3.44,13.15,20.43,2.78,3.28,32.275,4.1269,8.2543
2022-12-23,16813.32,15.24,34.14,3.42,13.18,20.52,2.73,3.3,32.5002,4.0511,8.2441
2022-12-27,16687.75,14.84,34.3,3.27,12.5,20.07,2.6,3.18,26.96,3.8982,8.0745
2022-12-28,16517,14.7,34,3.21,12.2449,20.025,2.53,3.08,26.555,3.8064,7.945
2022-12-29,16593,15.16,34.63,3.33,12.72,20.6,2.63,3.28,27.2169,3.9136,8.1557
2022-12-30,16576.25,15.12,34.25,3.39,12.88,20.3,2.67,3.2907,27.0683,3.9494,8.1475
2023-01-03,16658,15.19,34.88,3.39,12.74,20.51,2.71,3.35,27.285,3.965,8.2278
2023-01-04,16817.25,15.75,35.4381,3.8,14.2195,21.4,3.03,3.56,27.6469,4.2922,8.5381
2023-01-05,16850.48,15.34,35.24,3.67,13.96,20.72,2.8618,3.36,27.4908,4.1566,8.4189
2023-01-06,16932.11,15.7,35.74,3.71,14.14,21.02,2.895,3.48,28.1404,4.2343,8.6193
2023-01-09,17179,16.18,36.21,4.04,15.5,21.75,3.18,3.64,28.4446,4.6116,9.0168
2023-01-10,17474.88,16.62,36.26,4.34,16.76,21.67,3.4463,3.89,28.53,4.9097,9.2799
2023-01-11,17563.36,16.79,36.65,4.31,16.52,22.27,3.41,3.8902,28.86,4.8597,9.343
2023-01-12,18831,17.55,37.02,4.95,19,22.39,3.98,4.0918,29.1079,5.5775,9.9534
2023-01-13,19811,17.79,37.03,5.09,19.45,22.97,4.07,4.1944,29.1832,5.697,10.1284
2023-01-17,21322.25,18.45,37.05,5.47,20.75,23.3,4.44,4.35,29.1,5.9871,10.3748
2023-01-18,20777,17.59,36.71,5,19.02,22.53,4.07,4.11,28.7708,5.5257,9.8966
2023-01-19,20939.74,17.75,36.46,5.07,19.07,22.1,4.09,4.12,28.7196,5.6752,10.067
2023-01-20,22318,18.44,37.07,5.38,20.53,23.1,4.36,4.37,29.23,6.0081,10.4492
2023-01-23,23000,19.02,37.52,5.65,21.58,23.46,4.61,4.5446,29.5071,6.2526,10.7331
2023-01-24,22902.75,18.71,37.3,5.55,21.07,23.53,4.48,4.47,29.5289,6.0934,10.598
2023-01-25,23599.25,18.77,37.57,5.43,20.91,23,4.45,4.44,29.5096,6.0414,10.5716
2023-01-26,23080,18.71,37.79,5.46,21.09,23.49,4.4373,4.4395,29.7695,6.1025,10.69
2023-01-27,23090,18.98,38,5.65,21.95,23.45,4.6,4.63,29.8949,6.2989,10.8561
2023-01-30,22745,18.43,37.27,5.35,20.68,23.04,4.3367,4.49,29.32,5.9748,10.5213
2023-01-31,22951,18.89,37.61,5.49,21.13,22.75,4.46,4.5601,29.51,6.1234,10.6859
2023-02-01,23683,19.55,38.24,5.85,22.3,23.85,4.74,4.81,30.1393,6.5352,11.0801
2023-02-02,23451,20.52,38.44,6.4,24.4,24.62,5.17,5.3,30.33,7.11,11.6148
2023-02-03,23381.51,19.73,37.75,6.06,22.72,23.93,4.87,5.03,29.77,6.7239,11.223
2023-02-06,22915,19.5,37.3601,6.04,22.5904,23.47,4.83,4.9912,29.5051,6.6532,11.13
2023-02-07,23197,19.63,37.85,5.99,22.67,23.62,4.783,4.97,29.9711,6.6811,11.273
2023-02-08,22956.03,19.29,37.74,5.92,22.17,22.9,4.66,4.87,29.6903,6.5271,11.0656
2023-02-09,21857,18.49,37.77,5.35,19.86,22.21,4.24,4.4711,29.65,5.985,10.6047
2023-02-10,21537,18.15,37.44,5.14,19.44,21.97,4.07,4.35,29.2927,5.75,10.42
2023-02-13,21630,18.25,37.87,5.15,19.4,22.02,4.09,4.35,29.5426,5.7302,10.4449
2023-02-14,22254.5,18.71,38.04,5.45,20.22,22.25,4.36,4.53,29.5826,6.049,10.6957
2023-02-15,24176.06,19.68,37.78,6.04,22.4,22.455,4.97,4.8882,29.71,6.61,11.1312
2023-02-16,24538,19.08,37.77,5.86,21.41,22.17,4.78,4.75,29.4973,6.3304,10.8995
2023-02-17,24482,19.36,37.33,5.97,21.59,21.71,4.79,4.86,29.224,6.432,10.85
2023-02-21,24201,18.51,36.945,5.6,20.53,21.43,4.47,4.57,28.84,6.0887,10.5077
2023-02-22,23805,18.41,36.62,5.49,20.29,21.25,4.42,4.55,28.7403,5.9991,10.4101
2023-02-23,23879,18.59,37.05,5.52,20.4,21.5,4.41,4.56,28.8698,6.049,10.5166
2023-02-24,23115.5,17.93,36.36,5.17,19.59,21.0274,4.13,4.3998,28.4398,5.7499,10.2011
2023-02-27,23386.25,18.06,36.73,5.24,19.6595,20.8495,4.16,4.43,28.5205,5.7869,10.2698
2023-02-28,23148,18.23,36.59,5.34,19.91,21.15,4.22,4.5492,28.4613,5.8651,10.3254
2023-03-01,23560.5,18.13,36.69,5.3,19.96,21.15,4.2,4.5,28.589,5.7825,10.2189
2023-03-02,23411.51,17.89,36.99,5.15,19.6382,20.75,4.065,4.43,28.8225,5.5848,10.17
2023-03-03,22244,18.07,37.4,5.08,19.91,21.27,4.09,4.47,29.2775,5.5934,10.22
2023-03-06,22412,17.92,37.42,5.02,19.7,21.04,4.04,4.44,29.21,5.5505,10.2
2023-03-07,22054.79,17.53,36.8,4.92,19.0741,20.5,3.9154,4.29,28.8326,5.4778,10.14
2023-03-08,22001.75,17.62,36.93,4.89,19.09,20.7,3.91,4.32,28.8705,5.4888,10.19
2023-03-09,20229.75,16.82,36.24,4.48,17.49,19.92,3.55,4,28.2955,5.0199,9.6203
2023-03-10,20095,16.34,35.82,4.33,16.72,19.64,3.42,3.7598,27.45,4.8038,9.39
2023-03-13,24233,17.04,35.59,4.79,18.46,19.76,3.7599,4.0936,27.2724,5.2831,9.73
2023-03-14,24631.56,17.61,36.105,5.03,19.56,19.98,3.97,4.2895,27.6378,5.5607,10.07
2023-03-15,24397,17.4,35.2819,4.93,19.09,19.6915,3.87,4.2562,27.25,5.4215,9.92
2023-03-16,24747.76,17.97,36.21,5.1,20,20.3,4.047,4.47,27.7636,5.6861,10.2504
2023-03-17,26825,18.54,35.47,5.49,21.41,20.58,4.34,4.7782,27.63,6.17,10.57
2023-03-20,28078,18.6,35.82,5.44,21.31,20.54,4.35,4.76,27.778,6.1429,10.5925
2023-03-21,28153,19.37,36.36,5.84,22.69,21.12,4.69,5.065,28.2049,6.5373,10.94
2023-03-22,27389,18.34,36.13,5.41,21.19,20.58,4.28,4.6606,27.9965,6.0953,10.5522
2023-03-23,28333,18.56,36.35,5.54,21.22,20.65,4.46,4.59,28.1239,6.353,10.8282
2023-03-24,27619,18.36,36,5.35,20.38,20.6701,4.25,4.5044,28.0753,6.1533,10.6813
2023-03-27,27046,17.97,36.24,5.15,19.69,20.46,4.0759,4.27,28.05,5.9145,10.46
2023-03-28,27310,18.02,36.35,5.14,19.63,20.58,4.06,4.34,28.2203,5.9153,10.52
2023-03-29,28392,18.88,36.74,5.56,21.13,21.09,4.4036,4.7274,28.5392,6.2744,10.87
2023-03-30,28149,18.9,37.31,5.62,21.26,21.11,4.4043,4.72,28.5446,6.3039,10.945
2023-03-31,28391,19.35,37.34,5.87,22.2479,21.45,4.64,4.9364,28.66,6.5943,11.23
2023-04-03,27591,19.39,37.37,5.86,21.8165,21.5,4.61,4.99,28.8344,6.568,11.19
2023-04-04,28263,19.32,37.39,5.79,21.63,21.44,4.55,4.9057,28.79,6.462,11.07
2023-04-05,28159.5,18.81,37.25,5.58,20.86,21.03,4.38,4.7,28.5946,6.2809,10.9
2023-04-06,27994,18.92,37.14,5.68,21.14,21.07,4.49,4.75,28.7078,6.3737,11
2023-04-10,29136.75,19.54,37.33,6.08,22.7,21.5,4.84,5.08,28.62,6.8345,11.41
2023-04-11,30194,20.28,37.49,6.57,24.45,21.75,5.33,5.4802,28.5885,7.3743,11.83
2023-04-12,29969,19.95,37.28,6.4,23.91,21.3418,5.19,5.2812,28.3438,7.1671,11.58
2023-04-13,30297.25,20.95,37.58,7.01,26.04,21.89,5.77,5.7099,28.9226,7.7601,12.1493
2023-04-14,30470,20.9,37.63,7.12,26.21,21.83,5.88,5.5953,28.7502,7.7133,12.1512
2023-04-17,29457.19,20.59,37.68,6.91,25.76,21.55,5.67,5.4426,28.8307,7.574,11.9967
2023-04-18,30428,20.8,37.72,7.13,26.18,21.79,5.86,5.5696,28.9375,7.7845,12.1807
2023-04-19,29244.75,20.19,37.53,6.73,24.655,21.43,5.5,5.2612,28.6973,7.33,11.7751
2023-04-20,28209,19.61,37.24,6.29,22.98,20.75,5.11,4.902,28.5281,6.8989,11.35
2023-04-21,27260,19.3,37.14,6.2,22.68,20.96,5.07,4.8501,28.5151,6.79,11.2486
2023-04-24,27464.07,19.18,37.12,6.08,22.25,20.86,4.92,4.7202,28.445,6.69,11.135
2023-04-25,27979,18.95,36.57,6.01,22,20.44,4.9,4.7444,28.0015,6.6105,10.9252
2023-04-26,28413,19.16,36.8,6.22,22.62,20.67,5.07,4.8248,28.007,6.8207,11.0673
2023-04-27,29632,19.74,37.27,6.43,23.49,20.9,5.33,5.0285,28.505,7.1173,11.4216
2023-04-28,29355,19.89,37.38,6.47,23.42,21.13,5.36,5.0708,28.5935,7.1584,11.505
2023-05-01,27667,19.16,37.2999,6.12,22.1,20.78,4.97,4.7456,28.55,6.7653,11.1713
2023-05-02,28694.46,19.35,37.05,6.28,22.82,20.68,5.22,4.9498,28.235,6.9939,11.19
2023-05-03,28528,19.1,36.61,6.14,22.34,20.3,5.08,4.748,28.19,6.8757,11.1098
2023-05-04,28882,19.19,36.86,6.2,22.8333,20.5,5.2,4.85,28.335,6.97,11.06
2023-05-05,29525,19.94,37.365,6.55,23.8903,21.02,5.44,5.15,28.7005,7.2737,11.455
2023-05-08,27556,19.56,37.58,6.26,22.96,20.58,5.07,4.9199,28.69,6.955,11.19
2023-05-09,27657.26,19.57,37.14,6.35,23.27,20.77,5.16,5.0101,28.52,6.9858,11.17
2023-05-10,27877.86,19.96,37.16,6.59,24.08,21.05,5.39,5.2308,28.6453,7.1807,11.2999
2023-05-11,27006.52,19.46,36.96,6.14,22.388,20.52,4.97,4.86,28.5543,6.7583,11
2023-05-12,26446,19.12,36.67,5.99,21.76,20.17,4.86,4.7101,28.335,6.6,10.84
2023-05-15,27355,19.87,37.23,6.32,23.24,20.85,5.17,5.0001,28.7147,6.98,11.15
2023-05-16,26957,19.56,36.87,6.4447,23.49,20.565,5.2901,4.8646,28.4497,7.075,11.16
2023-05-17,27336,20.19,37.2495,6.82,24.79,21.0863,5.6,5.1634,28.635,7.4495,11.52
2023-05-18,26723,20,37.2588,6.7,24.38,21.2,5.5277,5.0882,28.6,7.362,11.5217
2023-05-19,26836,19.76,37.5,6.74,24.31,20.82,5.56,4.9194,28.6769,7.3947,11.505
2023-05-22,26896,20.15,37.46,6.92,25.13,21.4,5.75,5.12,28.9012,7.5561,11.625
2023-05-23,27216.88,19.88,37.1,6.78,24.5,20.86,5.59,4.98,28.511,7.387,11.4807
2023-05-24,26400,19.64,36.79,6.79,24.39,20.95,5.61,4.895,28.11,7.3639,11.33
2023-05-25,26486.74,19.6,36.78,6.74,24.15,20.54,5.55,4.843,28.12,7.2749,11.355
2023-05-26,26760.23,19.69,37.76,6.61,23.89,20.785,5.47,4.876,28.54,7.1866,11.42
2023-05-30,27773.54,20.21,37.15,7.1,25.6,20.99,5.87,5.12,28.3562,7.6448,11.7596
2023-05-31,27117.63,20.15,37.02,7.06,25.61,20.69,5.83,5.17,28.2467,7.564,11.6561
2023-06-01,26871,20.33,37.35,7.17,26.16,21.32,5.9,5.2723,28.54,7.638,11.76
2023-06-02,27177,20.55,37.75,7.15,26.04,21.52,5.86,5.2807,29.01,7.6585,11.915
2023-06-05,25643.39,19.9,37.69,6.77,24.5,21.02,5.58,4.9511,28.8992,7.2849,11.6152
2023-06-06,26948,20.33,37.86,6.9,24.8,21.37,5.73,5.0132,29.14,7.5016,11.875
2023-06-07,26365.09,20.11,37.79,6.7,24.03,21.42,5.54,4.96,28.94,7.2614,11.6711
2023-06-08,26644,20.11,38.01,6.76,24.28,21.235,5.61,4.886,28.988,7.3384,11.7498
2023-06-09,26445.37,19.89,38.15,6.58,23.61,21.175,5.39,4.775,29,7.1182,11.625
2023-06-12,25895,19.92,38.36,6.64,23.86,21.11,5.4897,4.73,29.1821,7.2084,11.74
2023-06-13,25847,20.17,38.74,6.75,24.52,21.41,5.62,4.8065,29.3545,7.3151,11.87
2023-06-14,24916,20.2,38.83,6.79,24.59,21.99,5.6183,4.82,29.4246,7.3799,11.96
2023-06-15,25539,20.2,39.37,6.72,24.46,21.99,5.543,4.83,29.645,7.3252,12.01
2023-06-16,26391,20.44,39.1,6.87,25.36,22.21,5.73,5.0157,29.6832,7.5884,12.2534
2023-06-20,28163.46,21.11,38.9,7.35,27.53,21.78,6.12,5.39,29.3727,8.12,12.6165
2023-06-21,29985.83,21.46,38.5,7.58,28.48,21.92,6.33,5.62,29.2135,8.432,12.7755
2023-06-22,30159,21.47,38.39,7.5,28.51,21.4,6.32,5.55,29.2478,8.4452,12.78
2023-06-23,30923,21.59,37.98,7.66,29.17,21.09,6.49,5.6259,28.866,8.71,12.82
2023-06-26,30159,20.93,37.86,7.32,27.85,20.9,6.205,5.42,28.7621,8.2,12.5593
2023-06-27,30658,21.86,37.94,7.75,29.74,21.06,6.57,5.79,29.0225,8.7875,13.0197
2023-06-28,30108,21.93,37.85,7.75,29.9,20.96,6.58,5.95,29.0491,8.6719,12.9295
2023-06-29,30395,22.48,37.95,7.99,30.46,21.35,6.74,6.02,29.06,8.95,13.1378
2023-06-30,30389,22.75,38.44,8.05,30.84,21.57,6.81,6.1031,29.36,8.9561,13.2102
2023-07-03,31124,23.66,38.63,8.78,33.69,21.99,7.42,6.6,29.4867,9.7145,13.7977
2023-07-05,30467,23.73,38.11,8.88,34.07,21.82,7.53,6.7899,29.3401,9.85,13.7832
2023-07-06,30310,23.46,37.68,8.78,33.36,21.82,7.42,6.547,28.9089,9.7737,13.6136
2023-07-07,30266,24.15,37.7,9.23,35.15,21.85,7.81,6.99,29.047,10.2099,13.8697
2023-07-10,30774,24.89,37.89,9.74,36.98,22.09,8.35,7.2833,29.04,10.7357,14.2105
2023-07-11,30574.55,25.21,38.29,9.96,37.86,22.69,8.47,7.51,29.5655,10.8853,14.41
2023-07-12,30352.31,25.34,38.73,9.87,37.3,22.63,8.46,7.42,29.9311,10.79,14.4177
2023-07-13,31359.57,27.28,39.29,11.18,43.13,23.9,9.59,8.41,30.4652,12.165,15.383
2023-07-14,30201,26.29,39.12,10.64,40.61,23.38,9.06,8.0305,30.3555,11.428,14.8157
2023-07-17,29935,26.13,39.53,10.4,39.4,23.71,8.89,7.8848,30.4567,11.2588,14.66
2023-07-18,29777.78,26.01,39.35,10.21,38.71,23.36,8.75,7.875,30.4646,11.0641,14.6199
2023-07-19,29962,26.37,39.68,10.6,40.19,23.75,9.01,8.0275,30.551,11.455,14.9915
2023-07-20,29749.73,25.66,39.15,10.05,38.23,23.31,8.53,7.6,30.2053,10.9,14.503
2023-07-21,29881,25.63,39.2,10.02,37.77,23.01,8.5,7.5576,30.0919,10.9353,14.5104
2023-07-24,29139,25.33,39.36,9.74,37.1,22.94,8.25,7.44,30.2,10.7781,14.5009
2023-07-25,29229.32,25.42,39.52,9.84,37.26,23.37,8.3,7.48,30.3749,10.9296,14.5834
2023-07-26,29576,25.73,39.64,10.06,38.51,23.14,8.51,7.73,30.3366,11.068,14.6441
2023-07-27,29139,25.23,39.44,9.61,36.5,23.035,8.09,7.25,30.25,10.6301,14.3476
2023-07-28,29341,25.64,39.83,9.88,37.48,23.21,8.33,7.49,30.7701,10.9319,14.6034
2023-07-31,29206,26.07,39.85,10.05,38.42,23.53,8.42,7.68,30.7788,11.1215,14.78
2023-08-01,29214.12,25.65,39.54,9.79,37.01,23.25,8.175,7.5,30.695,10.89,14.6097
2023-08-02,29117,25.02,38.6,9.4,35.92,22.63,7.96,7.13,30.1599,10.5017,14.2611
2023-08-03,29279,24.73,38.71,9.31,35.24,22.47,7.77,7.1963,30.0033,10.3416,14.1624
2023-08-04,28937.39,24.27,38.6,8.93,33.83,22.47,7.4,6.86,30.0488,10.0728,13.998
2023-08-07,29158,24.15,38.93,8.74,32.81,22.285,7.23,6.68,30.29,9.91,13.9725
2023-08-08,29984.43,24.34,38.52,9.08,34.34,22.29,7.53,6.98,29.871,10.25,14.0744
2023-08-09,29481,23.58,38.44,8.73,32.85,21.81,7.25,6.6,29.8041,9.8443,13.8228
2023-08-10,29421.3,23.58,38.43,8.68,32.33,21.62,7.18,6.56,29.83,9.8313,13.8
2023-08-11,29385.75,23.57,38.26,8.69,32.53,21.66,7.37,6.59,29.5035,9.87,13.8026
2023-08-14,29366,23.42,38.38,8.59,31.87,21.46,7.23,6.4,29.6378,9.81,13.8525
2023-08-15,29169.56,22.89,37.77,8.22,30.19,21.01,6.97,6.1609,29.165,9.43,13.49
2023-08-16,28938,22.47,37.5,8.01,29.57,20.62,6.89,5.97,28.9631,9.24,13.3266
2023-08-17,27643,21.61,37.29,7.5,27.37,20.41,6.44,5.641,28.9388,8.73,12.9998
2023-08-18,26066,21.31,37.1,7.27,26.55,19.74,6.24,5.53,28.9,8.4303,12.7657
2023-08-21,26119.75,21.16,37.51,7.21,26.49,20,6.21,5.41,28.9759,8.3689,12.7989
2023-08-22,25850,20.93,37.41,7.11,25.94,19.98,6.05,5.34,28.8691,8.2366,12.6855
2023-08-23,26587,21.53,37.72,7.5,27.38,20.18,6.37,5.67,29.2314,8.71,13.09
2023-08-24,26014,20.79,37.37,7.09,25.89,19.95,6.03,5.28,28.9306,8.258,12.7395
2023-08-25,26041,20.98,37.46,7.07,25.58,20,6.03,5.27,29.1963,8.25,12.7795
2023-08-28,25979.37,21.06,37.882,7.12,25.69,20.1,6.04,5.31,29.3842,8.29,12.865
2023-08-29,27581.5,22.52,38.5,8.07,29.7,21.02,6.88,6.02,29.967,9.38,13.7653
2023-08-30,27254,22.35,38.41,7.99,29.42,21.13,6.75,5.96,29.7906,9.18,13.6798
2023-08-31,26019.4,21.98,38.44,7.61,27.61,20.69,6.45,5.71,29.8908,8.79,13.4075
2023-09-01,25752.7,21.79,38.46,7.41,26.83,20.94,6.2,5.68,29.97,8.6025,13.3409
2023-09-05,25705.04,21.67,38.35,7.3,26.33,20.87,6.14,5.52,29.8358,8.51,13.2766
2023-09-06,25664,21.48,38.25,7.33,26.5,20.48,6.16,5.5771,29.8965,8.4364,13.2424
2023-09-07,25993,21.46,38.02,7.37,26.65,20.55,6.12,5.57,29.7541,8.4944,13.2502
2023-09-08,25895.9,21.23,38.16,7.26,25.95,20.4407,6,5.5106,29.7011,8.3993,13.1916
2023-09-11,25087,21.03,38.46,7.03,24.84,20.45,5.75,5.3339,29.9394,8.1524,13.103
2023-09-12,26075.5,21.19,38.37,7.17,25.39,20.2775,5.82,5.32,29.8015,8.28,13.186
2023-09-13,26228,20.95,38.29,7.04,24.73,20.24,5.75,5.36,29.7643,8.1925,13.1448
2023-09-14,26572,21.32,38.75,7.27,25.89,20.6,5.94,5.469,29.95,8.4185,13.3352
2023-09-15,26417.25,21.11,38.32,7.22,25.38,20.3,5.95,5.3538,29.7832,8.28,13.1653
2023-09-18,26775.75,21.03,38.35,7.21,25.41,20.36,5.99,5.39,29.5943,8.2389,13.079
2023-09-19,27187.5,20.81,38.18,7.14,24.83,19.95,5.93,5.28,29.5928,8.1838,13.0578
2023-09-20,27092.74,20.46,38.12,6.95,24.23,19.78,5.71,5.13,29.4132,8.03,12.8684
2023-09-21,26598.75,20.01,37.4,6.82,23.4,19.41,5.56,4.99,28.842,7.8024,12.575
2023-09-22,26542.13,19.81,37.33,6.59,22.63,19.37,5.4,4.866,29.0363,7.64,12.4755
2023-09-25,26295.58,19.92,37.08,6.62,22.63,19.35,5.38,4.87,28.9498,7.63,12.4348
2023-09-26,26149.25,19.47,36.71,6.43,22.22,18.96,5.25,4.73,28.436,7.3855,12.1875
2023-09-27,26239,19.6,36.61,6.53,22.56,19.09,5.36,4.72,28.4326,7.48,12.2713
2023-09-28,27096,19.96,36.75,6.74,23.4,19.03,5.55,4.95,28.5832,7.7395,12.504
2023-09-29,26905,19.93,36.9,6.7,23.3,18.99,5.48,4.94,28.4488,7.6891,12.509
2023-10-02,27840,19.88,36.63,6.72,23.55,18.98,5.52,5.02,28.3369,7.6986,12.4631
2023-10-03,27395.09,19.12,35.98,6.31,21.75,18.29,5.13,4.65,27.9501,7.2554,12.1222
2023-10-04,27651,19.4,36.33,6.42,22.28,18.68,5.22,4.78,28.1856,7.4431,12.372
2023-10-05,27477.82,19.54,36.29,6.41,22.08,18.74,5.18,4.7691,28.445,7.3643,12.3075
2023-10-06,27994,20.1,36.8,6.71,23.35,19.03,5.48,5.05,28.8675,7.6984,12.613
2023-10-09,27574.18,20.11,36.92,6.66,23.24,19,5.36,4.95,28.8415,7.5987,12.5843
2023-10-10,27404,20.27,37.32,6.73,23.56,19.35,5.48,5.019,29.0485,7.671,12.7051
2023-10-11,26710,19.98,37.5,6.51,22.7,19.06,5.26,4.8643,29.0981,7.4523,12.5798
2023-10-12,26734.9,19.6,36.93,6.36,21.96,19.11,5.1,4.7587,28.9205,7.277,12.4189
2023-10-13,26972,19.35,36.8,6.23,21.73,18.565,5,4.634,28.318,7.1933,12.26
2023-10-16,28414,19.99,37.14,6.54,22.95,18.99,5.26,4.8667,28.8762,7.59,12.701
2023-10-17,28462.38,20.2,36.95,6.59,23.43,18.94,5.44,4.97,28.815,7.6875,12.8043
2023-10-18,28258.55,19.6,36.52,6.27,21.97,18.85,5.09,4.7221,28.3974,7.3448,12.4757
2023-10-19,28724.92,19.51,36.18,6.25,21.9,18.76,5.08,4.745,28.115,7.3257,12.4253
2023-10-20,29599,19.49,35.59,6.35,21.98,18.24,5.085,4.8052,27.7265,7.41,12.467
2023-10-23,31540,20.03,35.55,6.66,23.4,18.63,5.4,5.23,27.757,7.79,12.725
2023-10-24,33650,21.02,35.94,7.15,25.42,19.26,5.89,5.55,28.0418,8.3075,13.21
2023-10-25,34678,20.76,35.37,7.08,24.97,18.97,5.82,5.64,27.6101,8.2425,13.0252
